Título,Idioma,Extensión,Colección,link_descarga,link_epub,image_url,enlace_drive_exp
La Primera República,Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000201076&name=00000001.epub&attachment=La%20Primera%20Rep%C3%BAblica.epub,https://bdh-rd.bne.es/epub.vm?id=0000201076&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000201076&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=19lj_vCeyXmDcrnEcWcaAVzA3Q25ck4ES
El gobierno de las mujeres : ensayo histórico de política femenina,Español,Lectura cómoda,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000251253&name=00000001.epub&attachment=El%20gobierno%20de%20las%20mujeres%20%3A%20ensayo%20hist%C3%B3rico%20de%20pol%C3%ADtica%20femenina.epub,https://bdh-rd.bne.es/epub.vm?id=0000251253&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000251253&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1qEfXutc7NXIKdmWVRpZiu7T8ILojqOmI
La cosmogonía mosaica en sus relaciones con la ciencia y los descubrimientos históricos modernos,Español,Lectura rápida,Ciencias puras,http://bdh-rd.bne.es/high.raw?id=0000188514&name=00000001.epub&attachment=La%20cosmogon%C3%ADa%20mosaica%20en%20sus%20relaciones%20con%20la%20ciencia%20y%20los%20descubrimientos%20hist%C3%B3ricos%20modernos.epub,https://bdh-rd.bne.es/epub.vm?id=0000188514&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000188514&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1AaJByP3fC1vHORJZi51GKCiZj2MLQxJ0
La cosmogonía mosaica en sus relaciones con la ciencia y los descubrimientos históricos modernos,Español,Lectura rápida,Ciencias puras,http://bdh-rd.bne.es/high.raw?id=0000188514&name=00000001.epub&attachment=La%20cosmogon%C3%ADa%20mosaica%20en%20sus%20relaciones%20con%20la%20ciencia%20y%20los%20descubrimientos%20hist%C3%B3ricos%20modernos.epub,https://bdh-rd.bne.es/epub.vm?id=0000188514&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000188514&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1AaJByP3fC1vHORJZi51GKCiZj2MLQxJ0
Cuadros a pluma : notas descriptivas de Ciudad Real,Español,Lectura rápida,Geografía,http://bdh-rd.bne.es/high.raw?id=0000076001&name=00000001.epub&attachment=Cuadros%20a%20pluma%20%3A%20notas%20descriptivas%20de%20Ciudad%20Real.epub,https://bdh-rd.bne.es/epub.vm?id=0000076001&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000076001&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=12h_2tlvyfF0BMMT-_aeZok9Ye_Ceghc2
Las corridas de toros en 1970 : estudios para una película cómica,Español,Lectura rápida,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000201551&name=00000001.epub&attachment=Las%20corridas%20de%20toros%20en%201970%20%3A%20estudios%20para%20una%20pel%C3%ADcula%20c%C3%B3mica.epub,https://bdh-rd.bne.es/epub.vm?id=0000201551&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000201551&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1kdIyrW4yH9F9BFFDjgVNflpksQ9YSYd0
La Saturna : (novela),Español,Lectura sustanciosa,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000231810&name=00000001.epub&attachment=La%20Saturna%20%3A%20%28novela%29.epub,https://bdh-rd.bne.es/epub.vm?id=0000231810&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000231810&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1V-tkOZOVscA4hH4ubQ4D-wBgqFNKPZt1
La pródiga : novela,Español,Lectura sustanciosa,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000242566&name=00000001.epub&attachment=La%20pr%C3%B3diga%20%3A%20novela.epub,https://bdh-rd.bne.es/epub.vm?id=0000242566&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000242566&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1TW_cSCNsbiyptMF5DTD0eFUArf9liJwL
El sombrero de tres picos historia verdadera de un sucedido que anda en romances escrita ahora tal y como pasó,Español,Lectura cómoda,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000108703&name=00000001.epub&attachment=El%20sombrero%20de%20tres%20picos%20historia%20verdadera%20de%20un%20sucedido%20que%20anda%20en%20romances%20escrita%20ahora%20tal%20y%20como%20pas%C3%B3.epub,https://bdh-rd.bne.es/epub.vm?id=0000108703&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000108703&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=16_jmHkj6etdimlHg4Rgi-PgSs2DABsd2
"¡Adiós, ""cordera""! y otros cuentos",Español,Lectura rápida,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000200485&name=00000001.epub&attachment=%C2%A1Adi%C3%B3s%2C%20%22cordera%22%21%20y%20otros%20cuentos.epub,https://bdh-rd.bne.es/epub.vm?id=0000200485&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000200485&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1U9UCekbA4_3N2you093AYyBYJWki3_pb
El crimen de la guerra,Español,Lectura cómoda,Historia de América,http://bdh-rd.bne.es/high.raw?id=0000070125&name=00000001.epub&attachment=El%20crimen%20de%20la%20guerra.epub,https://bdh-rd.bne.es/epub.vm?id=0000070125&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000070125&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1NW-ZV69Rfzlzfm_FtsxKUlzDz91wKHbG
El crimen de la guerra,Español,Lectura cómoda,Historia de América,http://bdh-rd.bne.es/high.raw?id=0000070125&name=00000001.epub&attachment=El%20crimen%20de%20la%20guerra.epub,https://bdh-rd.bne.es/epub.vm?id=0000070125&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000070125&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1NW-ZV69Rfzlzfm_FtsxKUlzDz91wKHbG
Junto al volcán : impresiones del frente occidental,Español,Lectura cómoda,Historia de España,http://bdh-rd.bne.es/high.raw?id=0000188774&name=00000001.epub&attachment=Junto%20al%20volc%C3%A1n%20%3A%20impresiones%20del%20frente%20occidental.epub,https://bdh-rd.bne.es/epub.vm?id=0000188774&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000188774&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1eJeOTJiRJ_HQfE_vl4ipT5mJP723utFq
Vendimiario : novela regional de costumbres leonesas,Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000187610&name=00000001.epub&attachment=Vendimiario%20%3A%20novela%20regional%20de%20costumbres%20leonesas.epub,https://bdh-rd.bne.es/epub.vm?id=0000187610&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000187610&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1XFV6jyUO2LTNurHdzKOKWAhM4c0jpuVg
Pensamientos,Español,Lectura exprés,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000067549&name=00000001.epub&attachment=Pensamientos.epub,https://bdh-rd.bne.es/epub.vm?id=0000067549&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000067549&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1cN5Afl8Rff-gDj4TWaGCnhE0FWBzCLel
Plantas que curan y plantas que matan : tratado teorico-práctico de botánica medicinal para la curación de todas las enfermedades,Español,Lectura sustanciosa,Zoología y Botánica,http://bdh-rd.bne.es/high.raw?id=0000188702&name=00000001.epub&attachment=Plantas%20que%20curan%20y%20plantas%20que%20matan%20%3A%20tratado%20teorico-pr%C3%A1ctico%20de%20bot%C3%A1nica%20medicinal%20para%20la%20curaci%C3%B3n%20de%20todas%20las%20enfermedades.epub,https://bdh-rd.bne.es/epub.vm?id=0000188702&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000188702&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1jbefIxI3ebOfKeEzORznMiAsqzrOAt3z
Cuestiones de psicología contemporánea,Español,Lectura sustanciosa,Filosofía y Psicología,http://bdh-rd.bne.es/high.raw?id=0000086001&name=00000001.epub&attachment=Cuestiones%20de%20psicolog%C3%ADa%20contempor%C3%A1nea.epub,https://bdh-rd.bne.es/epub.vm?id=0000086001&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000086001&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=18MP8ERtm7VanQQQfBay-IVTpaT-PTbb6
Cuadros de la ciudad,Español,Lectura sustanciosa,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000070089&name=00000001.epub&attachment=Cuadros%20de%20la%20ciudad.epub,https://bdh-rd.bne.es/epub.vm?id=0000070089&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000070089&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1M6Rh7nTrM9hJGBsVyWIbuI8jMyOiPcUI
El navío negrero y otros poemas de Castro Alves,Español,Lectura cómoda,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000144443&name=00000001.epub&attachment=El%20nav%C3%ADo%20negrero%20y%20otros%20poemas%20de%20Castro%20Alves.epub,https://bdh-rd.bne.es/epub.vm?id=0000144443&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000144443&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1s23aRAsDpbN2GZGT316g0Gbq8rtF_qGY
Ramuntxo Iru egintza ta sei laukidun antzerkia,Vasco,Lectura rápida,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000261223&name=00000001.epub&attachment=Ramuntxo%20Iru%20egintza%20ta%20sei%20laukidun%20antzerkia.epub,https://bdh-rd.bne.es/epub.vm?id=0000261223&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000261223&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1NEpTAUBsmVnmzQlFr_ACDmY188eynL6o
Artículos : (1896-1927),Español,Lectura rápida,Ensayos,http://bdh-rd.bne.es/high.raw?id=0000203502&name=00000001.epub&attachment=Art%C3%ADculos%20%3A%20%281896-1927%29.epub,https://bdh-rd.bne.es/epub.vm?id=0000203502&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000203502&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1Rv3lMdaqPpnweXG6poAfTb5mExpccrUH
Lo que han visto mis ojos,Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000149119&name=00000001.epub&attachment=Lo%20que%20han%20visto%20mis%20ojos.epub,https://bdh-rd.bne.es/epub.vm?id=0000149119&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000149119&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1jlYwz1jz35jiFxgn6TvQGyNou2k3cmJk
Así hablaba Zorrapastro : (un libro para nadie y para todos),Español,Lectura cómoda,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000229433&name=00000001.epub&attachment=As%C3%AD%20hablaba%20Zorrapastro%20%3A%20%28un%20libro%20para%20nadie%20y%20para%20todos%29.epub,https://bdh-rd.bne.es/epub.vm?id=0000229433&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000229433&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1518YqC5T3vQkb8shCaPQEMxDZ4N5yn2c
Orgullo y prejuicio Novela,Español,Lectura cómoda,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000180660&name=00000001.epub&attachment=Orgullo%20y%20prejuicio%20Novela.epub,https://bdh-rd.bne.es/epub.vm?id=0000180660&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000180660&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1LiSpNiUOLrbezUSzk8ndeID_KGoBqDS1
El peregrino entretenido : (viaje romancesco),Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000253328&name=00000001.epub&attachment=El%20peregrino%20entretenido%20%3A%20%28viaje%20romancesco%29.epub,https://bdh-rd.bne.es/epub.vm?id=0000253328&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000253328&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1E5jmK9iwrWa3ciJjLFwo_S2nOqvkAX_y
Geografía general,Español,Lectura rápida,Geografía,http://bdh-rd.bne.es/high.raw?id=0000109079&name=00000001.epub&attachment=Geograf%C3%ADa%20general.epub,https://bdh-rd.bne.es/epub.vm?id=0000109079&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000109079&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1bwYODGQjTxMnvf1a2FhCb1FvYdwjC8vE
La catedral : novela,Español,Lectura sustanciosa,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000200511&name=00000001.epub&attachment=La%20catedral%20%3A%20novela.epub,https://bdh-rd.bne.es/epub.vm?id=0000200511&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000200511&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1e-yu9UQ53iiZsg6vDuHTb_Nt0Jl-DXHI
El militarismo mejicano : estudios publicados en los principales diarios de los Estados Unidos,Español,Lectura cómoda,Historia de América,http://bdh-rd.bne.es/high.raw?id=0000107162&name=00000001.epub&attachment=El%20militarismo%20mejicano%20%3A%20estudios%20publicados%20en%20los%20principales%20diarios%20de%20los%20Estados%20Unidos.epub,https://bdh-rd.bne.es/epub.vm?id=0000107162&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000107162&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1SdhGujcPfxMFxTClkiGGbTib1bSyHsih
El militarismo mejicano : estudios publicados en los principales diarios de los Estados Unidos,Español,Lectura cómoda,Historia de América,http://bdh-rd.bne.es/high.raw?id=0000107162&name=00000001.epub&attachment=El%20militarismo%20mejicano%20%3A%20estudios%20publicados%20en%20los%20principales%20diarios%20de%20los%20Estados%20Unidos.epub,https://bdh-rd.bne.es/epub.vm?id=0000107162&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000107162&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1SdhGujcPfxMFxTClkiGGbTib1bSyHsih
Páginas ocultistas y cuentos macabros,Español,Lectura sustanciosa,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000074784&name=00000001.epub&attachment=P%C3%A1ginas%20ocultistas%20y%20cuentos%20macabros.epub,https://bdh-rd.bne.es/epub.vm?id=0000074784&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000074784&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1GGwDy3fPceq77Hs3jIqnsnIokup6C7sh
En pos de la paz (pequeñeces de la vida diaria) : novela,Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000124279&name=00000001.epub&attachment=En%20pos%20de%20la%20paz%20%28peque%C3%B1eces%20de%20la%20vida%20diaria%29%20%3A%20novela.epub,https://bdh-rd.bne.es/epub.vm?id=0000124279&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000124279&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1Ll8zbEA1SvV8rnjLcNQ8H5wFLP5SlSKG
Muecas crítica y sátira,Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000123113&name=00000001.epub&attachment=Muecas%20cr%C3%ADtica%20y%20s%C3%A1tira.epub,https://bdh-rd.bne.es/epub.vm?id=0000123113&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000123113&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1kIDqGLgIC0iUfPm4isGo0Rj_PAIGr8QJ
Lo bello : ensayo acerca del origen y la evolución del sentimiento estético,Español,Lectura sustanciosa,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000188450&name=00000001.epub&attachment=Lo%20bello%20%3A%20ensayo%20acerca%20del%20origen%20y%20la%20evoluci%C3%B3n%20del%20sentimiento%20est%C3%A9tico.epub,https://bdh-rd.bne.es/epub.vm?id=0000188450&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000188450&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1G8LwxlCLnIOpzHiuIiuuQJg6GrkdER_7
Hablando con los descendientes,Español,Lectura cómoda,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000246630&name=00000001.epub&attachment=Hablando%20con%20los%20descendientes.epub,https://bdh-rd.bne.es/epub.vm?id=0000246630&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000246630&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1GX-7txE32vWV9Y72cCh3Cx32wAHGrPyS
Modelos de cartas,Español,Lectura cómoda,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000098150&name=00000001.epub&attachment=Modelos%20de%20cartas.epub,https://bdh-rd.bne.es/epub.vm?id=0000098150&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000098150&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=12AMiClrtQ42in_IP1Bzzllm5M_ISozmS
Modelos de cartas,Español,Lectura cómoda,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000098150&name=00000001.epub&attachment=Modelos%20de%20cartas.epub,https://bdh-rd.bne.es/epub.vm?id=0000098150&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000098150&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=12AMiClrtQ42in_IP1Bzzllm5M_ISozmS
Modelos de cartas,Español,Lectura cómoda,Lenguaje,http://bdh-rd.bne.es/high.raw?id=0000098150&name=00000001.epub&attachment=Modelos%20de%20cartas.epub,https://bdh-rd.bne.es/epub.vm?id=0000098150&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000098150&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=12AMiClrtQ42in_IP1Bzzllm5M_ISozmS
Modelos de cartas,Español,Lectura cómoda,Lenguaje,http://bdh-rd.bne.es/high.raw?id=0000098150&name=00000001.epub&attachment=Modelos%20de%20cartas.epub,https://bdh-rd.bne.es/epub.vm?id=0000098150&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000098150&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=12AMiClrtQ42in_IP1Bzzllm5M_ISozmS
¿Quiere usted ser amada?,Español,Lectura cómoda,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000245498&name=00000001.epub&attachment=%C2%BFQuiere%20usted%20ser%20amada%3F.epub,https://bdh-rd.bne.es/epub.vm?id=0000245498&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000245498&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1nwM8YSUYbsYJ-_uK0yttZ3IRUZVfRTUh
Teoría y práctica de la guerra : evolución en el arte,Español,Tocho apasionante,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000229509&name=00000001.epub&attachment=Teor%C3%ADa%20y%20pr%C3%A1ctica%20de%20la%20guerra%20%3A%20evoluci%C3%B3n%20en%20el%20arte.epub,https://bdh-rd.bne.es/epub.vm?id=0000229509&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000229509&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1dFBDInARrY5NP_n6vuybHBEyDdKwlz1u
Discurso leído en su apertura el 18 de Marzo de 1906 por la Excma. Sra. Marquesa de Ayerbe,Español,Lectura exprés,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000256784&name=00000001.epub&attachment=Discurso%20le%C3%ADdo%20en%20su%20apertura%20el%2018%20de%20Marzo%20de%201906%20por%20la%20Excma.%20Sra.%20Marquesa%20de%20Ayerbe.epub,https://bdh-rd.bne.es/epub.vm?id=0000256784&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000256784&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1cEUzdJMR0CX60wVOKsUp3kJSPkUo8wDk
Floridablanca : su biografía y bibliografía,Español,Lectura rápida,Biografías,http://bdh-rd.bne.es/high.raw?id=0000114604&name=00000001.epub&attachment=Floridablanca%20%3A%20su%20biograf%C3%ADa%20y%20bibliograf%C3%ADa.epub,https://bdh-rd.bne.es/epub.vm?id=0000114604&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000114604&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1nqCVSGhwXpEPPmodiQ4UjzQn8Fy1gVsd
Con la segunda bandera en el frente de Aragón : (memorias de un alférez provisional),Español,Lectura cómoda,Historia de España,http://bdh-rd.bne.es/high.raw?id=0000248320&name=00000001.epub&attachment=Con%20la%20segunda%20bandera%20en%20el%20frente%20de%20Arag%C3%B3n%20%3A%20%28memorias%20de%20un%20alf%C3%A9rez%20provisional%29.epub,https://bdh-rd.bne.es/epub.vm?id=0000248320&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000248320&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1qnY28Nr7-N37UnYTiT0SPW4UuT8sLm-d
El ingenioso hidalgo Don Quijote de La Mancha,Español,Tocho apasionante,Literatura del Siglo de Oro,http://bdh-rd.bne.es/high.raw?id=0000200473&name=00000001.epub&attachment=El%20ingenioso%20hidalgo%20Don%20Quijote%20de%20La%20Mancha.epub,https://bdh-rd.bne.es/epub.vm?id=0000200473&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000200473&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1I8Rq521Q3IWfmlj8aSWHAEtM3g6pw5UQ
Doloras colección escogida de las publicadas por Ramón de Campoamor,Español,Lectura cómoda,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000240890&name=00000001.epub&attachment=Doloras%20colecci%C3%B3n%20escogida%20de%20las%20publicadas%20por%20Ram%C3%B3n%20de%20Campoamor.epub,https://bdh-rd.bne.es/epub.vm?id=0000240890&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000240890&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1DTHJK63a9X7AFA3gkCRhn1Hi7PnOVYBE
El ideísmo,Español,Lectura cómoda,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000242701&name=00000001.epub&attachment=El%20ide%C3%ADsmo.epub,https://bdh-rd.bne.es/epub.vm?id=0000242701&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000242701&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1dmG_5e6e_cmhA6lhE5mgca1oGCsHkWml
